nama,sektor,website,kontak,facebook,instagram,twitter,linkedin,youtube
Minna Padi Investama Sekuritas Tbk,Keuangan,www.minnapadi.com,"021-5255555, 52506666",-,//www.instagram.com/minnapadiinvestamasekuritas,-,-,-
PT Provident Investasi Bersama Tbk,Keuangan,www.provident-investasi.com,(021) 2157 2008,-,-,-,-,-
PT Bima Sakti Pertiwi Tbk,Properti & Real Estat,www.bimasaktipertiwi.com,0761 853888,-,-,-,-,-
PT Pantai Indah Kapuk Dua Tbk.,Properti & Real Estat,www.pantaiindahkapukdua.com,(62-21) 39734100,-,-,-,-,-
Panorama Sentrawisata Tbk,Barang Konsumen Non-Primer,http://www.panorama-group.com,+62 21 2556.5000,https://www.facebook.com/PanoramaGroupID/,https://www.instagram.com/panoramagroupid/,-,-,-
Panin Sekuritas Tbk,Keuangan,www.pans.co.id,021-5153055,https://www.facebook.com/paninsekuritas/,https://www.instagram.com/panin_sekuritas/,https://twitter.com/panin_sekuritas,https://www.linkedin.com/company/pt-panin-sekuritas-tbk/,https://www.youtube.com/user/paninsekuritas
PT Cipta Perdana Lancar Tbk,Barang Konsumen Non-Primer,www.ciptaperdanalancar.com,021-38962016,-,-,-,-,-
PT Panca Budi Idaman Tbk,Barang Baku,www.pancabudi.com,021-54365555,-,-,-,-,-
Pan Brothers Tbk,Barang Konsumen Non-Primer,0,021-5900718 (hunting),-,-,-,-,-
PT Paramita Bangun Sarana Tbk,Infrastruktur,www.paramita.co.id,021-63864358,-,-,-,-,-
PT Prima Cakrawala Abadi Tbk,Barang Konsumen Primer,www.pcafoods.com,+62248661860,-,-,-,-,-
Destinasi Tirta Nusantara Tbk,Barang Konsumen Non-Primer,www.panorama-destination.com,021-56958585,https://www.facebook.com/panoramadestinationgroup?locale=id_ID,https://www.instagram.com/panoramadestination/,https://x.com/PDESOfficial,https://www.linkedin.com/company/panorama-destination/,https://www.youtube.com/@panoramadestination1999
PT Primadaya Plastisindo Tbk,Barang Baku,www.pt-pdp.com,"+62 21 5904 086, 5904 087",-,-,-,-,-
PT Panca Global Kapital Tbk.,Keuangan,www.pancaglobal.co.id,021-5150196,https://www.facebook.com/hei5.id,https://www.instagram.com/hei5.id/,-,-,https://www.youtube.com/channel/UC18Hjqk7aVQQUIunzadWwTA
PT Phapros Tbk,Kesehatan,https://www.phapros.co.id/,021 5762709,https://www.facebook.com/ptphapros,https://www.instagram.com/phapros.id/,https://twitter.com/PTPhapros,-,-
PT Penta Valent Tbk,Kesehatan,http://www.pentavalent.co.id/,(021)5673891,-,-,-,-,-
PT Perusahaan Gas Negara Tbk.,Energi,www.pgn.co.id,021-6334838,https://www.facebook.com/sharer/sharer.php?u=http%3A//pgn.co.id,https://www.instagram.com/gas_negara/?hl=en,https://twitter.com/home?status=http%3A//pgn.co.id,https://www.linkedin.com/company/pt-perusahaan-gas-negara-tbk/,https://www.youtube.com/watch?v=eivzWw-vVtk
PT Pertamina Geothermal Energy Tbk,Infrastruktur,https://www.pge.pertamina.com,+62 21 3983 3222,https://www.facebook.com/pgepertamina-100348771617597/,https://instagram.com/pge.pertamina?utm_medium=copy_link,https://twitter.com/pgepertamina?t=GBorkCu42e1q8XSv1YAg8g&s=09,https://www.linkedin.com/company/pt-pertamina-geothermal-energy,-
PT Tourindo Guide Indonesia Tbk.,Teknologi,www.pigijo.com,(+62) 822 4659 8802,-,-,-,-,-
Pembangunan Graha Lestari Indah Tbk,Barang Konsumen Non-Primer,www.ptpgli.co.id,061-4535888,-,-,-,-,-
PT Pradiksi Gunatama Tbk,Barang Konsumen Primer,www.pradiksi.co.id,(0518) 2090000,-,https://instagram.com/pradiksi,https://twitter.com/pradiksi,https://linkedin.com/pradiksi,https://www.youtube.com/watch?v=Pa6P0NYE9Kg
Pelangi Indah Canindo Tbk,Barang Baku,0,(021) 6192222,-,-,-,-,-
PT Multi Makmur Lemindo Tbk.,Perindustrian,www.multimakmurlemindo.com,+62 (21) 5591 6300,-,-,-,https://www.linkedin.com/company/kami-group-indonesia,-
Pembangunan Jaya Ancol Tbk,Barang Konsumen Non-Primer,www.ancol.com,021-6454567; 021-6453456,https://web.facebook.com/TamanImpianAncol?_rdc=1&_rdr,https://www.instagram.com/ancoltamanimpian/,https://twitter.com/ancoltmnimpian,-,https://www.youtube.com/user/Ancoltamanimpian
Paragon Karya Perkasa Tbk,Energi,https://www.pkpk-tbk.co.id/,021-29181077,-,-,-,-,-
PT Planet Properindo Jaya Tbk,Barang Konsumen Non-Primer,www.planetproperindojaya.com,+62 22 426 6299,-,-,-,-,-
Polaris Investama Tbk,Keuangan,www.polarisinvestama.co.id,5289 7418,-,-,-,-,-
Plaza Indonesia Realty Tbk,Properti & Real Estat,www.plazaindonesiarealty.com,(021) 29920000,-,-,-,-,-
PT Putra Mandiri Jembar Tbk,Barang Konsumen Non-Primer,www.ptpmj.co.id,(021) 30060000,-,-,-,-,-
PT Panca Mitra Multiperdana Tbk.,Barang Konsumen Primer,www.pancamitra.com,+62(31) 5462539,-,-,-,-,-
Bank Pan Indonesia Tbk,Keuangan,www.panin.co.id,021-5735555 / 021-2700545,https://www.facebook.com/paninbankfanpage,https://www.instagram.com/paninbank.official,https://twitter.com/paninbank,-,https://www.youtube.com/channel/UC2bQLZWSYFpfBnutMSZ4bMA
PT Bank Panin Dubai Syariah Tbk.,Keuangan,www.pdsb.co.id,(021) 56956100,-,-,-,-,-
PT Pinago Utama Tbk,Barang Konsumen Primer,www.pinagoutama.com,"(021) 55966133, 55965869, 55965870",-,-,-,-,-
Paninvest Tbk,Keuangan,www.paninvest.co.id,5741747,-,-,-,-,-
Panin Financial Tbk,Keuangan,www.paninfinancial.co.id/,021-5711523,-,-,-,-,-
Pudjiadi & Sons Tbk,Barang Konsumen Non-Primer,0,021 - 6593626,-,-,-,-,-
PT Pool Advista Finance Tbk.,Keuangan,www.pooladvistafinance.com,+62 21 8062 6300,-,-,-,-,-
PT Pollux Hotels Group Tbk,Properti & Real Estat,http://polluxinvestments.com/,(024) 3562111,-,-,-,-,-
PT Pollux Properties Indonesia Tbk.,Properti & Real Estat,www.pollux.com.sg/id/,(021) 2918 3111,-,-,-,-,-
PT Golden Flower Tbk.,Barang Konsumen Non-Primer,www.goldenflower.co.id,024 - 692 1228,-,-,-,-,-
Asia Pacific Fibers Tbk,Barang Konsumen Non-Primer,www.asiapacificfibers.com,021-579.38555,https://www.facebook.com/asiapacificfibers/,https://www.instagram.com/apf_poly/,https://twitter.com/apf_poly,https://www.linkedin.com/company/pt.-asia-pacific-fibers-tbk/,-
Pool Advista Indonesia Tbk,Keuangan,www.pooladvista.com,021-86026300,-,-,-,-,-
PT Nusantara Pelabuhan Handal Tbk.,Infrastruktur,https://www.nusantaraport.id,(021) 2243 5010,-,-,-,-,-
PT Bliss Properti Indonesia Tbk.,Properti & Real Estat,www.blisspropertiindonesia.com,021-39737007,-,-,-,-,-
PT Cikarang Listrindo Tbk.,Infrastruktur,www.listrindo.com,+62215228122,-,https://www.instagram.com/powr.id,-,https://www.linkedin.com/company/pt-cikarang-listrindo,-
PP (Persero) Tbk,Infrastruktur,www.ptpp.co.id,021-8403883,-,https://www.instagram.com/ptpp_id/,https://twitter.com/PTPP_ID,-,https://www.youtube.com/c/PTPPPerseroTbk
PT Prima Globalindo Logistik Tbk.,Transportasi & Logistik,www.pgl-logistic.com,021 4609736,-,-,-,-,-
PT PP Presisi Tbk.,Infrastruktur,www.pp-presisi.co.id,0218414119,-,-,-,-,-
PT Paperocks Indonesia Tbk.,Barang Baku,www.paperocks.co.id,+62 21 2281 6962,-,-,-,-,-
PT PP Properti Tbk.,Properti & Real Estat,www.pp-properti.com,(021) 8779 2734,https://www.facebook.com/OfficialPPRO,https://www.instagram.com/ppproperti,-,https://www.linkedin.com/in/pt-pp-properti-tbk-a35a23ab/?lipi=urn%3Ali%3Apage%3Ad_flagship3_feed%3BRFaOuhBNR9CwOyIOPzSKJA%3D%3D,https://www.youtube.com/channel/UCUlskA4upvyE6n7YRnbAuJg
-,-,-,-,-,-,-,-,-
PT Famon Awal Bros Sedaya Tbk,Kesehatan,https://primayahospital.com/,(+62 21) 4290 0203/04,-,-,-,-,-
PT Prodia Widyahusada Tbk.,Kesehatan,www.prodia.co.id,021-3144182,-,-,-,-,-
PT Royal Prima Tbk.,Kesehatan,www.royalprima.com,(021) 88813182/2,https://www.facebook.com/RS-ROYAL-PRIMA-MEDAN-925653664176960,https://www.instagram.com/rsu.royalprima,-,-,-
PT Pulau Subur Tbk.,Barang Konsumen Primer,www.pulausubur.com,+62711510760,https://www.facebook.com/,http://instagram.com,https://twitter.com,-,-
J RESOURCES ASIA PASIFIK Tbk,Barang Baku,-,(021) 5153335,-,-,-,-,-
Prasidha Aneka Niaga Tbk,Barang Konsumen Primer,www.prasidha.co.id,021-35285058,-,-,-,-,-
PT Palma Serasih Tbk.,Barang Konsumen Primer,www.palmaserasih.co.id,+62 21 5277 715,https://www.facebook.com/,-,https://twitter.com/,https://www.linkedin.com/company/palma-serasih-group/,-
PT Red Planet Indonesia Tbk,Barang Konsumen Non-Primer,www.redplanetindonesia.co.id,021 2949 8800,-,-,-,-,-
PT IMC Pelita Logistik Tbk,Energi,https://www.imcpelitalog.com,+62 21 80600800,-,https://www.instagram.com/imc_pelitalog/,-,https://www.linkedin.com/company/pt-imc-pelita-logistik/,-
Pudjiadi Prestige Tbk,Properti & Real Estat,www. pudjiadiprestige.co.id,021 - 6241030,-,-,-,-,-
PT Putra Rajawali Kencana Tbk.,Transportasi & Logistik,http://puratrans.com/,(031) 99013573,-,https://www.instagram.com/pura_trans/,-,-,-
PT Trinitan Metals and Minerals Tbk,Barang Baku,www.trinitanmetals.co.id,+62 21 867 8999,-,-,-,-,-
PT Puri Global Sukses Tbk,Properti & Real Estat,www.puriglobalsukses.id,62 778 7890079,https://www.facebook.com/puriglobalsukses,https://www.instagram.com/puriglobalsukses,-,-,https://www.youtube.com/channel/UCSgxNr6sJnADobS5AuLnveg
PT Pratama Widya Tbk.,Infrastruktur,www.pratamawidya.com,021-557 82407/18,-,https://instagram.com/pratamawidya1981/,https://twitter.com/pwofficial_1981,-,https://www.youtube.com/channel/UClGC7axHXZHlrxhUkHTbGCw
Pakuwon Jati Tbk,Properti & Real Estat,www.pakuwonjati.com,(031) 99218800,https://facebook.com/pt.pakuwonjati/,https://instagram.com/pakuwonjati/,-,https://linkedin.com/company/pakuwonjati/,https://www.youtube.com/watch?v=A9x1ZlOdOpg
PT Pyridam Farma Tbk,Kesehatan,www.pyfa.co.id,(+6221) 50991067,https://www.facebook.com/pyfahealthofficial/,https://www.instagram.com/pyfahealthofficial/?hl=en,-,-,https://www.youtube.com/@pyridamfarma1393
PT Sarimelati Kencana Tbk.,Barang Konsumen Non-Primer,http://www.sarimelatikencana.co.id,021-50966789,https://www.facebook.com/sarimelatikencana officer,https://instagram.com/sarimelatikencana,-,-,-
PT Tripar Multivision Plus Tbk.,Barang Konsumen Non-Primer,https://www.mvpworld.com,(+62 21) 2938 0700,https://www.facebook.com/MVPIndonesia,https://www.instagram.com/mvpentertainment_id/,https://twitter.com/mvppictures,-,https://youtube.com/@MVPEntertainmentID
PT Sari Kreasi Boga Tbk,Barang Konsumen Non-Primer,www.skbfood.id,(021) 3878 2104,-,-,-,-,-
Rukun Raharja Tbk,Energi,www.raja.co.id,021 2929 1053,-,https://instagram.com/rukun.raharja?igshid=m1952o9gnwm8,-,-,https://www.youtube.com/@rukun.raharja
Ramayana Lestari Sentosa Tbk,Barang Konsumen Non-Primer,http://www.ramayana.co.id,3914566,https://www.facebook.com/Ramayanadepartmentstore,https://www.instagram.com/ramayanadeptstore/,https://twitter.com/ramayanads,-,https://www.youtube.com/watch?v=ELrdIqfxR8g&ab_channel=RamayanaDepartmentStore
Supra Boga Lestari Tbk,Barang Konsumen Primer,Website: www. ranchmarket.co.id,(62-21) 5835 1999,-,-,-,-,-
Ristia Bintang Mahkotasejati Tbk,Properti & Real Estat,www.ristiagroup.com,"7511441, 7505000",-,-,-,-,-
PT Utama Radar Cahaya Tbk,Transportasi & Logistik,www.utamaradarcahaya.com,(021) 57930507,-,-,-,-,-
Roda Vivatex Tbk,Properti & Real Estat,http://www.rodavivatex.co.id,(021) 25532222 (Hunting),-,-,-,-,-
PT Repower Asia Indonesia Tbk.,Properti & Real Estat,http://repowerasiaindonesia.co.id,(021) 2503 3198,-,-,-,-,-
PT Graha Mitra Asia Tbk.,Properti & Real Estat,www.relifeasia.com,021-29400139,-,-,-,-,-
Reliance Sekuritas Indonesia Tbk,Keuangan,www.reliancesekuritas.com,021-29520558,-,-,-,-,-
PT Kian Santang Muliatama Tbk.,Energi,www.kianmulia.com,021-82748249,https://www.facebook.com,https://www.instagram.com,https://www.twitter.com,https://www.linkedin.com,-
Ricky Putra Globalindo Tbk,Barang Konsumen Non-Primer,0,"(021) 634-37-35 (Direct) 634-23-30, 632-77-70 (24 Lines)",-,-,-,-,-
Rig Tenders Tbk,Energi,www.rigtenders.co.id,021-2527628; 021-2527402,-,https://instagram.com/rigtendersindonesia?igshid=MWI4MTIyMDE=,-,https://www.linkedin.com/in/pt-rig-tenders-indonesia-tbk-rti-b54017252/,-
PT Rimo International Lestari Tbk.,Properti & Real Estat,www.rimointernational.com,021-2522702,-,-,-,-,-
PT Jaya Sukses Makmur Sentosa Tbk.,Properti & Real Estat,http://www.tanrise.com,031 8544400,https://www.facebook.com/propertytanrise/,https://www.instagram.com/tanriseproperty/,-,-,-
PT RMK Energy Tbk,Energi,www.rmkenergy.com,(021) 582 2555,-,https://www.instagram.com/rmke.official/,-,https://www.linkedin.com/company/pt-rmk-energy/,-
PT Royaltama Mulia Kontraktorindo Tbk.,Energi,www.rmko.co.id,+62 21 5822 555,-,https://www.instagram.com/rmko.official/,-,https://www.linkedin.com/company/pt-royaltama-mulia-kontraktorindo/,-
Petrosea Tbk,Energi,www.petrosea.com,021-29770999,-,https://instagram.com/petrosea.official,-,https://www.linkedin.com/company/petrosea,https://www.youtube.com/watch?v=6-W6mj6wync
PT Rockfields Properti Indonesia Tbk.,Properti & Real Estat,www.rockfields.co.id,+62 21 2978 3000,-,-,-,-,https://www.youtube.com/watch?v=gPOg0JwZho0
Pikko Land Development Tbk,Properti & Real Estat,-,021-52970288,-,-,-,-,-
PT Aracord Nusantara Group Tbk,Infrastruktur,www.aeslergroup.com,+62 21 29183111,-,-,//www.wix.com/?utm_campaign=vir_error_page,-,-
PT Nippon Indosari Corpindo Tbk,Barang Konsumen Primer,www.sariroti.com,"021- 89983876, 89844953",https://www.facebook.com/SariRotiRotinyaIndonesia/,https://www.instagram.com/sariroti_rotinyaindonesia/,-,https://www.linkedin.com/company/pt-nippon-indosari-corpindo-tbk/,https://www.youtube.com/channel/UCYCUnf8AtV320jlS_RZ7ZIw
PT Charlie Hospital Semarang Tbk.,Kesehatan,https://charliehospital.co.id/,(024) 86005000,-,https://www.instagram.com/charlie_hospital/,-,-,https://www.youtube.com/channel/UCg2EnF80m19Sgm-47zt_uzw/videos
PT Kedoya Adyaraya Tbk,Kesehatan,www.grhakedoya.com,150-789,-,-,-,-,-
Radiant Utama Interinsco Tbk,Energi,www.radiant.co.id,7191020,-,https://www.instagram.com/lifeatradiant?igsh=c3ptOGNtbXlnZ3Vz,-,https://www.linkedin.com/company/pt-radiant-utama-interinsco-tbk/,https://www.youtube.com/channel/UC0kBz5qRpDM264V9KDLwYyw
PT Global Sukses Solusi Tbk,Teknologi,www.runsystem.id,(0274) 5306454,https://www.facebook.com/runsystemid,https://www.instagram.com/runsystemid,https://twitter.com/runsystemid,https://www.linkedin.com/company/runsystemid,https://youtube.com/runsystemid
Steady Safe Tbk,Transportasi & Logistik,www.steadysafetbk.co.id,"(021) 22471801, 3922222, 75931377",-,-,-,-,-
PT Saptausaha Gemilangindah Tbk,Properti & Real Estat,www.saptagroup.com,+6221 391 6338,https://www.facebook.com/SAPTAUSAHAGEMILANGINDAH,https://www.instagram.com/saptausahagemilangindah/,-,-,-
Sarana Meditama Metropolitan Tbk,Kesehatan,www.emc.id,150 789,https://www.facebook.com/rumahsakit.EMC/,https://www.instagram.com/rs.emc/,-,https://www.linkedin.com/company/emc-healthcare-group/,https://www.youtube.com/rsemc
PT Saraswanti Anugerah Makmur Tbk.,Barang Baku,www.saraswantifertilizer.com,(031) 82516888,-,-,-,-,-
PT Satria Antaran Prima Tbk.,Transportasi & Logistik,www.sapx.id,(021) 22806611,https://web.facebook.com/sapx.official/,https://www.instagram.com/sapx_express/,-,https://www.linkedin.com/company/sapx-express,https://www.youtube.com/@sapx_express
PT Kota Satu Properti Tbk.,Properti & Real Estat,www.kotasatuproperti.com,+62 24 7690 1735; +62 24 7690 1000,https://www.facebook.com/kotasatuproperti.tbk/,https://www.instagram.com/kotasatuproperti/,-,-,-
PT Sejahtera Bintang Abadi Textile Tbk.,Barang Konsumen Non-Primer,www.sbatextile.com,(022) 7947 100/ 400,-,-,-,-,-
PT Surya Biru Murni Acetylene Tbk,Barang Baku,www.suryabirumurni.co.id,+62542 733600,-,https://www.instagram.com/sbma.oxygen/,-,-,https://youtube.com/channel/UCP3k6PpdQSTkI_wcIMKaljg
PT Supreme Cable Manufacturing & Commerce Tbk,Perindustrian,0,(021) 3100525,-,-,-,-,-
Surya Citra Media Tbk,Barang Konsumen Non-Primer,http://www.scm.co.id,2793 5599,-,-,-,-,-
PT Selaras Citra Nusantara Perkasa Tbk,Barang Konsumen Non-Primer,www.scnp.co.id,(021) 8233320,-,https://www.instagram.com/scnpofficial/,-,https://www.linkedin.com/company/pt-selaras-citra-nusantara-perkasa-tbk/,-
PT Organon Pharma Indonesia Tbk,Kesehatan,https://www.organon.com/indonesia/,085951102178,-,-,-,-,-
Sidomulyo Selaras Tbk,Transportasi & Logistik,www.sidomulyo.com,(021) 4266002,-,-,-,-,-
Millennium Pharmacon International Tbk,Barang Konsumen Primer,www.mpi-indonesia.co.id,021-270 85961; 270 85964,https://web.facebook.com/ptmpitbk,https://www.instagram.com/ptmpitbk/,-,-,https://www.youtube.com/@millenniumpharmaconinterna1539
PT Bank Woori Saudara Indonesia 1906 Tbk,Keuangan,www.bankwoorisaudara.com,(62-21) 50871906,https://www.facebook.com/bankbws1906/,https://www.instagram.com/bankbws/,-,-,https://www.youtube.com/@bankbws
PT Semacom Integrated Tbk,Energi,https://sema.id/,+62 251 8615872,-,https://www.instagram.com/semacom_integrated/?hl=id,-,https://www.linkedin.com/company/pt-semacom-integrated?originalSubdomain=id,https://www.youtube.com/watch?v=6Kw1frNtdbU
PT Surya Fajar Capital Tbk,Keuangan,www.sfcapital.co.id,+62 21 2251 3339,-,-,-,-,-
PT Sumber Global Energy Tbk.,Energi,www.sumberglobalenergy.co.id,021-2500120,https://facebook.com,https://instagram.com,https://twitter.com,https://linkedin.com,-
PT Sampoerna Agro Tbk,Barang Konsumen Primer,www.sampoernaagro.com,021-577 1711,-,-,-,-,-
Hotel Sahid Jaya Tbk,Barang Konsumen Non-Primer,www.pthsji.com,5703232,https://www.facebook.com/grandsahidjaya,https://www.instagram.com/grandsahidjaya/,https://twitter.com/grandsahidjaya,-,-
PT Sillo Maritime Perdana Tbk,Energi,www.sillomaritime.com,(62-21)3863861,-,https://www.instagram.com/sillomaritime/,-,-,https://www.youtube.com/watch?v=IQ5LO5514b8
PT Sigma Energy Compressindo Tbk,Energi,www.sinerco.co.id,02127878099,https://www.facebook.com/,https://www.instagram.com/,https://www.twitter.com/,https://www.linkedin.com/,-
PT Industri Jamu Dan Farmasi Sido Muncul Tbk,Kesehatan,www.sidomuncul.co.id,(024) 7692 8811,-,-,-,-,-
PT Siloam International Hospitals Tbk.,Kesehatan,www.siloamhospitals.com,021-25668000,-,-,-,-,-
Siwani Makmur Tbk,Barang Baku,www.siwani.co.id,021-5213555 ( Hunting ),-,-,-,-,-
Salim Ivomas Pratama Tbk,Barang Konsumen Primer,www.simp.co.id,6221 5795 8822,-,-,-,-,-
PT Singaraja Putra Tbk.,Perindustrian,www.singarajaputra.com,021-8974309,-,-,-,-,-
PT Sreeya Sewu Indonesia Tbk,Barang Konsumen Primer,www.sreeyasewu.com,021-50991599,https://www.facebook.com/sierad.produce.52,-,-,-,https://www.youtube.com/channel/UCVWWua4raj0Z7NvCiFGomqQ
Sekar Bumi Tbk,Barang Konsumen Primer,www.sekarbumi.com,(021) 51401122,-,https://www.instagram.com/sekarbumi/,-,https://www.linkedin.com/company/pt-sekar-bumi-tbk-/,-
Sekar Laut Tbk,Barang Konsumen Primer,www.sekarlaut.com,(031) 567-1371,-,-,-,-,-
PT Superkrane Mitra Utama Tbk,Perindustrian,www.superkrane.com,(021) 441 3455,-,-,-,-,-
PT Northcliff Citranusa Indonesia Tbk.,Teknologi,www.skybee.co.id,021-7975947,-,-,-,-,-
PT Gaya Abadi Sempurna Tbk,Barang Konsumen Non-Primer,www.gaya-slis.com,(021)22597464,-,-,-,-,-
PT Sinar Mas Agro Resources and Technology Tbk,Barang Konsumen Primer,https://www.smart-tbk.com,021-50338899,https://www.facebook.com/SMARTSinarmasagri,https://www.instagram.com/goldenagri_sinarmas/,-,https://www.linkedin.com/company/pt-smart-tbk,https://www.youtube.com/channel/UCD1n8CHj2lr2sZYbQSjwVhw
PT Semen Baturaja Tbk,Barang Baku,www.semenbaturaja.co.id,(0711) 511261,-,-,-,-,-
PT Solusi Bangun Indonesia Tbk,Barang Baku,https://solusibangunindonesia.com,29861000,https://www.facebook.com/profile.php?id=61568142358066&locale=id_ID,https://www.instagram.com/solusibangunid,https://x.com/solusibangunid,https://www.linkedin.com/company/solusi-bangun-indonesia/,-
Suryamas Dutamakmur Tbk,Properti & Real Estat,www.rancamaya.com,(021) 5793 6733,-,-,-,-,-
Samudera Indonesia Tbk,Transportasi & Logistik,0,(021) 25676999,-,-,-,-,-
PT Sumber Mineral Global Abadi Tbk,Barang Baku,https://www.smgagroup.com,(+62) 21 522 9900,-,-,-,-,-
Semen Indonesia (Persero) Tbk,Barang Baku,www.sig.id,(021) 5261174; (021) 5261175,https://www.facebook.com/SIG.SolusiBahanBangunan,https://www.instagram.com/sig.id/,https://twitter.com/SIGofficial_,https://www.linkedin.com/company/pt-semen-indonesia,https://www.youtube.com/watch?v=Ntz0S102jcg
PT Sarana Mitra Luas Tbk,Perindustrian,https://www.sml.co.id/,021 - 8990 2188 / 8911 7466,https://www.facebook.com/smlforkliftrental,https://instagram.com/smlforkliftrental,-,https://www.linkedin.com/company/sarana-mitra-luas,https://youtube.com/@saranamitraluasofficial
PT Satyamitra Kemas Lestari Tbk,Barang Baku,www.satyamitra.com,+6221 5950988,-,-,-,-,-
PT Sumber Mas Konstruksi Tbk,Infrastruktur,www.konstruksimas.co.id,(021) 8250095,-,-,-,-,-
PT Sinergi Multi Lestarindo Tbk,Barang Baku,www.ptsml.id,(021) 3006 7971,https://www.facebook.com/ptsml.id,https://www.instagram.com/ptsml_indonesia/,-,https://www.linkedin.com/company/pt-sinergi-multi-lestarindo/mycompany/?viewAsMember=true,https://www.youtube.com/@smartmodernlivinghub5285
PT Sinar Mas Multiartha Tbk,Keuangan,www.smma.co.id,(021) 3925660,-,-,-,-,-
GOLDEN EAGLE ENERGY Tbk,Energi,www.go-eagle.co.id,021 - 22511055,-,-,https://twitter.com,https://www.linkedin.com,https://youtube.com
PT Summarecon Agung Tbk,Properti & Real Estat,www.summarecon.com,021 - 4714567,https://www.facebook.com/share/CSx1gzVSXBfwdoij/?mibextid=WC7FNe,https://www.instagram.com/summarecon_agung/,-,-,https://www.youtube.com/@summarecongroupofficial  
SMR Utama Tbk,Energi,www.smrutama.com,021-65310822,-,-,-,-,-
Selamat Sempurna Tbk,Barang Konsumen Non-Primer,http://www.smsm.co.id,"(021) 661-00-33, 669-02-44. Ibu Lidia: Ext 327",-,https://instagram.com/sakurafilter.indonesia?igshid=126mho3wrmvmu,-,https://www.linkedin.com/company/pt-selamat-sempurna-tbk,-
Sat Nusapersada Tbk,Teknologi,http://www.satnusa.com,0778-5708888,https://www.facebook.com/Satnusa/,-,-,https://linkedin.com/company/ptsn-satnusa,https://youtube.com/@ptsn
PT Sunter Lakeside Hotel Tbk.,Barang Konsumen Non-Primer,www.hotelsunlake.com,"(021) 650 9969, 650 1010, 650 1515, 3119 2888",-,-,-,-,-
PT Surya Pertiwi Tbk,Perindustrian,www.suryapertiwi.co.id,(62-21) 2929-8585,-,-,-,-,-
PT Soechi Lines Tbk.,Energi,tidak berubah,+62 21-8086-1000,-,-,-,-,-
PT Boston Furniture Industries Tbk..,Barang Konsumen Non-Primer,www.boston-industries.com,021 29159118,-,-,-,-,-
PT Soho Global Health Tbk,Kesehatan,www.sohoglobalhealth.com,(021) 4683 4411,-,https://www.instagram.com/sohonatural/?hl=id,-,https://www.linkedin.com/company/soho-global-health,https://www.youtube.com/@sohonatural1571
PT Xolare RCR Energy Tbk,Barang Baku,www.xolare.co.id,(021) 22702295,-,-,-,-,-
Sona Topas Tourism Industry Tbk,Barang Konsumen Non-Primer,http://www.sonatopas.co.id/,021-5213056,https://www.facebook.com/,https://www.instagram.com/,https://www.twitter.com/,https://www.linkedin.com/,https://www.youtube.com/
PT Shield On Service Tbk.,Perindustrian,www.sos.co.id,+62 21 350 5915,https://www.facebook.com/sosindogrup,https://www.instagram.com/sosindonesia.id,-,https://www.linkedin.com/company/27207368/,https://www.youtube.com/@sosindonesia2868
PT Satria Mega Kencana Tbk.,Barang Konsumen Non-Primer,www.satriamegakencana.com,021-72781782,-,-,-,-,-
PT Mitra Tirta Buwana Tbk,Barang Konsumen Primer,http://hexsoul.co.id/,(0274) 2802707,-,-,-,-,-
Pioneerindo Gourmet International Tbk,Barang Konsumen Non-Primer,www.cfcindonesia.com,"5366-8999, 5366-2013",https://id-id.facebook.com/cfcindonesia,https://www.instagram.com/cfcindonesia_official/,-,-,-
Suparma Tbk,Barang Baku,www.ptsuparmatbk.com,"(031) 766-666, 766-33-96, 766-24-90(-93) (Buyung : 031-705-82-380) Hendro Luhur HP : 0818-52-60-05",https://www.facebook.com/,https://www.instagram.com/,https://twitter.com/,-,https://www.youtube.com/
PT Soraya Berjaya Indonesia Tbk,Barang Konsumen Non-Primer,https://sorayaberjaya.id/,07518965330,https://www.facebook.com/SorayabedsheetPKU/,https://www.instagram.com/sorayabedsheetpku/?hl=en,-,-,https://www.youtube.com/c/SorayaBedsheetPekanbaru
Wilton Makmur Indonesia Tbk,Barang Baku,-,(62) 21-612 5585,-,-,-,-,-
Sejahteraraya Anugrahjaya Tbk,Kesehatan,www.mayapadahospital.com,021-55781888,https://www.facebook.com/MayapadaHospital/,https://www.instagram.com/mayapadahospital/,https://mayapadahospital.darwinbox.com/ms/candidate/careers,https://www.linkedin.com/company/mayapada-hospital/,https://www.youtube.com/channel/UCcKgzDu7USGemsqhY4QQ7mg
PT Sri Rejeki Isman Tbk,Barang Konsumen Non-Primer,www.sritex.co.id,(0271) 593188,-,-,-,-,-
Indo Acidatama Tbk,Barang Baku,www.acidatama.co.id,021-5366-0777,-,https://www.instagram.com/,-,-,-
PT Saratoga Investama Sedaya Tbk.,Keuangan,www.http://saratoga-investama.com,021 57944355,-,-,-,-,-
PT Surya Semesta Internusa Tbk,Infrastruktur,www.suryainternusa.com,"(62-21) 526 2121, 527 2121",https://www.facebook.com/suryasemesta.internusa.7,https://instagram.com/suryainternusa?utm_medium=copy_link,-,https://www.linkedin.com/company/pt-surya-semesta-internusa-tbk/mycompany/?viewAsMember=true,https://www.youtube.com/channel/UCBHMeTJZCKOal7-eBvP-l-w
PT Sawit Sumbermas Sarana Tbk.,Barang Konsumen Primer,www.ssms.co.id,(021) 2903 5401,-,-,-,-,-
